"Name";"SI";"Handles";"VM";"WS";"PM";"NPM";"Path";"Company";"CPU";"FileVersion";"ProductVersion";"Description";"Product";"__NounName";"BasePriority";"ExitCode";"HasExited";"ExitTime";"Handle";"SafeHandle";"HandleCount";"Id";"MachineName";"MainWindowHandle";"MainWindowTitle";"MainModule";"MaxWorkingSet";"MinWorkingSet";"Modules";"NonpagedSystemMemorySize";"NonpagedSystemMemorySize64";"PagedMemorySize";"PagedMemorySize64";"PagedSystemMemorySize";"PagedSystemMemorySize64";"PeakPagedMemorySize";"PeakPagedMemorySize64";"PeakWorkingSet";"PeakWorkingSet64";"PeakVirtualMemorySize";"PeakVirtualMemorySize64";"PriorityBoostEnabled";"PriorityClass";"PrivateMemorySize";"PrivateMemorySize64";"PrivilegedProcessorTime";"ProcessName";"ProcessorAffinity";"Responding";"SessionId";"StartInfo";"StartTime";"SynchronizingObject";"Threads";"TotalProcessorTime";"UserProcessorTime";"VirtualMemorySize";"VirtualMemorySize64";"EnableRaisingEvents";"StandardInput";"StandardOutput";"StandardError";"WorkingSet";"WorkingSet64";"Site";"Container"
"NisSrv";"0";"221";"2203430154240";"11063296";"4145152";"12872";;;;;;;;"Process";"8";;;;;;"221";"6876";".";"0";"";;;;;"12872";"12872";"4145152";"4145152";"130080";"130080";"5439488";"5439488";"13500416";"13500416";"124567552";"2203442790400";;;"4145152";"4145152";;"NisSrv";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"111931392";"2203430154240";"False";;;;"11063296";"11063296";;
"OfficeClickToRun";"0";"792";"2203631673344";"46133248";"53215232";"28896";;;;;;;;"Process";"8";;;;;;"792";"8528";".";"0";"";;;;;"28896";"28896";"53215232";"53215232";"392560";"392560";"90148864";"90148864";"113864704";"113864704";"335351808";"2203653574656";;;"53215232";"53215232";;"OfficeClickToRun";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"313450496";"2203631673344";"False";;;;"46133248";"46133248";;
"OneApp.IGCC.WinService";"0";"758";"2481010929664";"79499264";"56283136";"82048";;;;;;;;"Process";"8";;;;;;"758";"2240";".";"0";"";;;;;"82048";"82048";"56283136";"56283136";"490360";"490360";"57864192";"57864192";"89034752";"89034752";"-1460240384";"2481030856704";;;"56283136";"56283136";;"OneApp.IGCC.WinService";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"-1480167424";"2481010929664";"False";;;;"79499264";"79499264";;
"OneDrive";"2";"2879";"2207479189504";"261836800";"335245312";"67512";"C:\Program Files\Microsoft OneDrive\OneDrive.exe";"Microsoft Corporation";"105.390625";"23.221.1024.0002";"23.221.1024.0002";"Microsoft OneDrive";"Microsoft OneDrive";"Process";"8";;"False";;"3996";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"2879";"12860";".";"0";"";"System.Diagnostics.ProcessModule (OneDrive.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"67512";"67512";"335245312";"335245312";"1082136";"1082136";"376344576";"376344576";"430657536";"430657536";"-75067392";"2207538122752";"True";"Normal";"335245312";"335245312";"00:01:25.5000000";"OneDrive";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/16 7:08:07";;"System.Diagnostics.ProcessThreadCollection";"00:01:45.3906250";"00:00:19.8906250";"-134000640";"2207479189504";"False";;;;"261836800";"261836800";;
"OneDrive";"2";"1152";"2207224471552";"126226432";"91680768";"64328";"C:\Program Files\Microsoft OneDrive\OneDrive.exe";"Microsoft Corporation";"51.140625";"23.221.1024.0002";"23.221.1024.0002";"Microsoft OneDrive";"Microsoft OneDrive";"Process";"8";;"False";;"4008";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"1152";"23824";".";"0";"";"System.Diagnostics.ProcessModule (OneDrive.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"64328";"64328";"91680768";"91680768";"1090928";"1090928";"110272512";"110272512";"163508224";"163508224";"-332070912";"2207281119232";"True";"Normal";"91680768";"91680768";"00:00:44.7031250";"OneDrive";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/16 7:08:07";;"System.Diagnostics.ProcessThreadCollection";"00:00:51.1406250";"00:00:06.4375000";"-388718592";"2207224471552";"False";;;;"126226432";"126226432";;
"PhoneExperienceHost";"2";"1961";"2481498562560";"200060928";"112181248";"160016";"C:\Program Files\WindowsApps\Microsoft.YourPhone_1.23092.158.0_x64__8wekyb3d8bbwe\PhoneExperienceHost.exe";"Microsoft Corporation";"14.53125";"1.23092.158.0";"1.23092.158";"Microsoft Phone Link";"Microsoft Phone Link";"Process";"8";;"False";;"4020";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"1961";"15124";".";"0";"";"System.Diagnostics.ProcessModule (PhoneExperienceHost.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"160016";"160016";"112181248";"112181248";"1315576";"1315576";"114888704";"114888704";"248291328";"248291328";"-956403712";"2481534693376";"True";"Normal";"112181248";"112181248";"00:00:07.9687500";"PhoneExperienceHost";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/16 11:31:48";;"System.Diagnostics.ProcessThreadCollection";"00:00:14.5312500";"00:00:06.5625000";"-992534528";"2481498562560";"False";;;;"200060928";"200060928";;
"powershell_ise";"2";"950";"5825654784";"442490880";"414568448";"59704";"C:\Windows\system32\WindowsPowerShell\v1.0\PowerShell_ISE.exe";"Microsoft Corporation";"4.34375";"10.0.22621.1 (WinBuild.160101.0800)";"10.0.22621.1";"Windows PowerShell ISE";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"5096";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"950";"3532";".";"1182048";"Windows PowerShell ISE";"System.Diagnostics.ProcessModule (PowerShell_ISE.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"59704";"59704";"414568448";"414568448";"1235400";"1235400";"417341440";"417341440";"442490880";"442490880";"1530753024";"5825720320";"True";"Normal";"414568448";"414568448";"00:00:03.5468750";"powershell_ise";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/18 0:42:24";;"System.Diagnostics.ProcessThreadCollection";"00:00:04.3437500";"00:00:00.7968750";"1530687488";"5825654784";"False";;;;"442490880";"442490880";;
"Registry";"0";"0";"170885120";"44261376";"16433152";"18768";;;;;;;;"Process";"8";;;;;;"0";"216";".";"0";"";;;;;"18768";"18768";"16433152";"16433152";"337984";"337984";"97239040";"97239040";"228106240";"228106240";"428109824";"428109824";;;"16433152";"16433152";;"Registry";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"170885120";"170885120";"False";;;;"44261376";"44261376";;
"RtkAudUService64";"0";"441";"2203441352704";"13377536";"4694016";"15016";;;;;;;;"Process";"8";;;;;;"441";"5192";".";"0";"";;;;;"15016";"15016";"4694016";"4694016";"155888";"155888";"24535040";"24535040";"16965632";"16965632";"171601920";"2203489824768";;;"4694016";"4694016";;"RtkAudUService64";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"123129856";"2203441352704";"False";;;;"13377536";"13377536";;
"RtkAudUService64";"2";"431";"2203505491968";"9572352";"24625152";"16920";"C:\Windows\System32\DriverStore\FileRepository\realtekservice.inf_amd64_7b4102b85f968bf4\RtkAudUService64.exe";"Realtek Semiconductor";"0.296875";"1.1.576.1";"1.1.576.1";"Realtek HD Audio Universal Service";"Realtek HD Audio Universal Service";"Process";"6";;"False";;"3852";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"431";"14252";".";"0";"";"System.Diagnostics.ProcessModule (RtkAudUService64.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"16920";"16920";"24625152";"24625152";"277080";"277080";"27840512";"27840512";"23457792";"23457792";"195592192";"2203513815040";"True";"BelowNormal";"24625152";"24625152";"00:00:00.2343750";"RtkAudUService64";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/16 7:08:19";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.2968750";"00:00:00.0625000";"187269120";"2203505491968";"False";;;;"9572352";"9572352";;
"RuntimeBroker";"2";"711";"2203590672384";"52191232";"15392768";"30832";"C:\Windows\System32\RuntimeBroker.exe";"Microsoft Corporation";"2.421875";"10.0.22621.2506 (WinBuild.160101.0800)";"10.0.22621.2506";"Runtime Broker";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"4024";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"711";"10176";".";"0";"";"System.Diagnostics.ProcessModule (RuntimeBroker.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"30832";"30832";"15392768";"15392768";"416464";"416464";"19243008";"19243008";"59932672";"59932672";"331980800";"2238009942016";"True";"Normal";"15392768";"15392768";"00:00:01.5468750";"RuntimeBroker";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/16 7:07:50";;"System.Diagnostics.ProcessThreadCollection";"00:00:02.4218750";"00:00:00.8750000";"272449536";"2203590672384";"False";;;;"52191232";"52191232";;
"RuntimeBroker";"2";"372";"2203500740608";"31629312";"8368128";"22296";"C:\Windows\System32\RuntimeBroker.exe";"Microsoft Corporation";"2.375";"10.0.22621.2506 (WinBuild.160101.0800)";"10.0.22621.2506";"Runtime Broker";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"2888";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"372";"10652";".";"0";"";"System.Diagnostics.ProcessModule (RuntimeBroker.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"22296";"22296";"8368128";"8368128";"287896";"287896";"11624448";"11624448";"38383616";"38383616";"207601664";"2203525824512";"True";"Normal";"8368128";"8368128";"00:00:01.4218750";"RuntimeBroker";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/16 7:07:50";;"System.Diagnostics.ProcessThreadCollection";"00:00:02.3750000";"00:00:00.9531250";"182517760";"2203500740608";"False";;;;"31629312";"31629312";;
"RuntimeBroker";"2";"171";"2203464122368";"21475328";"9121792";"12232";"C:\Windows\System32\RuntimeBroker.exe";"Microsoft Corporation";"0.046875";"10.0.22621.2506 (WinBuild.160101.0800)";"10.0.22621.2506";"Runtime Broker";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"3760";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"171";"11004";".";"0";"";"System.Diagnostics.ProcessModule (RuntimeBroker.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"12232";"12232";"9121792";"9121792";"172632";"172632";"12075008";"12075008";"28467200";"28467200";"170528768";"2203488751616";"True";"Normal";"9121792";"9121792";"00:00:00.0312500";"RuntimeBroker";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/16 7:08:02";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.0468750";"00:00:00.0156250";"145899520";"2203464122368";"False";;;;"21475328";"21475328";;
"RuntimeBroker";"2";"140";"2203418845184";"10911744";"2052096";"9104";"C:\Windows\System32\RuntimeBroker.exe";"Microsoft Corporation";"0.03125";"10.0.22621.2506 (WinBuild.160101.0800)";"10.0.22621.2506";"Runtime Broker";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"4152";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"140";"11840";".";"0";"";"System.Diagnostics.ProcessModule (RuntimeBroker.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"9104";"9104";"2052096";"2052096";"129208";"129208";"2822144";"2822144";"12980224";"12980224";"118861824";"2203437084672";"True";"Normal";"2052096";"2052096";"00:00:00.0312500";"RuntimeBroker";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/16 23:58:05";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.0312500";"00:00:00";"100622336";"2203418845184";"False";;;;"10911744";"10911744";;
"RuntimeBroker";"2";"225";"2203448782848";"17141760";"2932736";"12912";"C:\Windows\System32\RuntimeBroker.exe";"Microsoft Corporation";"0.0625";"10.0.22621.2506 (WinBuild.160101.0800)";"10.0.22621.2506";"Runtime Broker";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"3908";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"225";"17696";".";"0";"";"System.Diagnostics.ProcessModule (RuntimeBroker.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"12912";"12912";"2932736";"2932736";"190808";"190808";"3801088";"3801088";"21221376";"21221376";"154693632";"2203472916480";"True";"Normal";"2932736";"2932736";"00:00:00.0625000";"RuntimeBroker";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/16 11:31:49";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.0625000";"00:00:00";"130560000";"2203448782848";"False";;;;"17141760";"17141760";;
"RuntimeBroker";"2";"322";"2203519922176";"31891456";"11595776";"16992";"C:\Windows\System32\RuntimeBroker.exe";"Microsoft Corporation";"0.890625";"10.0.22621.2506 (WinBuild.160101.0800)";"10.0.22621.2506";"Runtime Broker";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"2876";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"322";"19016";".";"0";"";"System.Diagnostics.ProcessModule (RuntimeBroker.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"16992";"16992";"11595776";"11595776";"283472";"283472";"12267520";"12267520";"34054144";"34054144";"213217280";"2203531440128";"True";"Normal";"11595776";"11595776";"00:00:00.3281250";"RuntimeBroker";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/16 7:08:55";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.8906250";"00:00:00.5625000";"201699328";"2203519922176";"False";;;;"31891456";"31891456";;
"RuntimeBroker";"2";"694";"2203548782592";"38408192";"10039296";"28272";"C:\Windows\System32\RuntimeBroker.exe";"Microsoft Corporation";"3.234375";"10.0.22621.2506 (WinBuild.160101.0800)";"10.0.22621.2506";"Runtime Broker";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"3288";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"694";"20404";".";"0";"";"System.Diagnostics.ProcessModule (RuntimeBroker.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"28272";"28272";"10039296";"10039296";"400456";"400456";"12111872";"12111872";"39690240";"39690240";"493867008";"2203812089856";"True";"Normal";"10039296";"10039296";"00:00:01.8281250";"RuntimeBroker";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/16 7:12:52";;"System.Diagnostics.ProcessThreadCollection";"00:00:03.2343750";"00:00:01.4062500";"230559744";"2203548782592";"False";;;;"38408192";"38408192";;
"RuntimeBroker";"2";"122";"2203404107776";"7680000";"1449984";"7744";"C:\Windows\System32\RuntimeBroker.exe";"Microsoft Corporation";"0";"10.0.22621.2506 (WinBuild.160101.0800)";"10.0.22621.2506";"Runtime Broker";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"4044";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"122";"22300";".";"0";"";"System.Diagnostics.ProcessModule (RuntimeBroker.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"7744";"7744";"1449984";"1449984";"100104";"100104";"1839104";"1839104";"8794112";"8794112";"90726400";"2203408949248";"True";"Normal";"1449984";"1449984";"00:00:00";"RuntimeBroker";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/16 7:08:23";;"System.Diagnostics.ProcessThreadCollection";"00:00:00";"00:00:00";"85884928";"2203404107776";"False";;;;"7680000";"7680000";;
"RuntimeBroker";"2";"691";"2203537854464";"37789696";"14995456";"31728";"C:\Windows\System32\RuntimeBroker.exe";"Microsoft Corporation";"2.65625";"10.0.22621.2506 (WinBuild.160101.0800)";"10.0.22621.2506";"Runtime Broker";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"5044";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"691";"23908";".";"0";"";"System.Diagnostics.ProcessModule (RuntimeBroker.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"31728";"31728";"14995456";"14995456";"299408";"299408";"18849792";"18849792";"47296512";"47296512";"250814464";"2203569037312";"True";"Normal";"14995456";"14995456";"00:00:01.4531250";"RuntimeBroker";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/16 7:08:05";;"System.Diagnostics.ProcessThreadCollection";"00:00:02.6562500";"00:00:01.2031250";"219631616";"2203537854464";"False";;;;"37789696";"37789696";;
"SamsungSARMode";"0";"695";"4369920000";"8282112";"2027520";"9784";;;;;;;;"Process";"8";;;;;;"695";"5276";".";"0";"";;;;;"9784";"9784";"2027520";"2027520";"90192";"90192";"2347008";"2347008";"10137600";"10137600";"83992576";"4378959872";;;"2027520";"2027520";;"SamsungSARMode";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"74952704";"4369920000";"False";;;;"8282112";"8282112";;
"SamsungSARWin";"2";"309";"4437360640";"14917632";"3436544";"16248";"C:\Windows\System32\DriverStore\FileRepository\samsungsarmodecompdrv.inf_amd64_57a51ee125ba8c3b\SamsungSARWin.exe";"Samsung Electronics Co., Ltd.";"61.078125";"1.0.4.8";"1.0.4.8";"Samsung SAR Mode Configuration";"Samsung SAR Mode Configuration";"Process";"8";;"False";;"3812";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"309";"7312";".";"0";"";"System.Diagnostics.ProcessModule (SamsungSARWin.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"16248";"16248";"3436544";"3436544";"198976";"198976";"3616768";"3616768";"16031744";"16031744";"152879104";"4447846400";"True";"Normal";"3436544";"3436544";"00:00:33.0781250";"SamsungSARWin";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/16 7:07:50";;"System.Diagnostics.ProcessThreadCollection";"00:01:01.0781250";"00:00:28";"142393344";"4437360640";"False";;;;"14917632";"14917632";;
"SamsungSecuritySupporter";"2";"254";"4428640256";"14942208";"2646016";"13864";;;;;;;;"Process";"8";;;;;;"254";"15764";".";"0";"";;;;;"13864";"13864";"2646016";"2646016";"199696";"199696";"3186688";"3186688";"19374080";"19374080";"155062272";"4450029568";;;"2646016";"2646016";;"SamsungSecuritySupporter";;"True";"2";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"133672960";"4428640256";"False";;;;"14942208";"14942208";;
"SamsungSecuritySupportService";"0";"148";"4383936512";"7938048";"1880064";"10120";;;;;;;;"Process";"8";;;;;;"148";"5312";".";"0";"";;;;;"10120";"10120";"1880064";"1880064";"101472";"101472";"2498560";"2498560";"9392128";"9392128";"94212096";"4389179392";;;"1880064";"1880064";;"SamsungSecuritySupportService";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"88969216";"4383936512";"False";;;;"7938048";"7938048";;
"SamsungSystemSupportEngine";"2";"287";"4453302272";"16011264";"3997696";"18344";;;;;;;;"Process";"8";;;;;;"287";"11892";".";"0";"";;;;;"18344";"18344";"3997696";"3997696";"237016";"237016";"6434816";"6434816";"17862656";"17862656";"182272000";"4477239296";;;"3997696";"3997696";;"SamsungSystemSupportEngine";;"True";"2";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"158334976";"4453302272";"False";;;;"16011264";"16011264";;
"SamsungSystemSupportService";"0";"106";"4356878336";"5918720";"1359872";"6856";;;;;;;;"Process";"8";;;;;;"106";"5320";".";"0";"";;;;;"6856";"6856";"1359872";"1359872";"47152";"47152";"1949696";"1949696";"7168000";"7168000";"66834432";"4361801728";;;"1359872";"1359872";;"SamsungSystemSupportService";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"61911040";"4356878336";"False";;;;"5918720";"5918720";;
"SamsungWiFi_UHB_Setting_Service";"0";"62";"4347641856";"3600384";"745472";"5360";;;;;;;;"Process";"8";;;;;;"62";"5216";".";"0";"";;;;;"5360";"5360";"745472";"745472";"30328";"30328";"856064";"856064";"4153344";"4153344";"56868864";"4351836160";;;"745472";"745472";;"SamsungWiFi_UHB_Setting_Service";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"52674560";"4347641856";"False";;;;"3600384";"3600384";;
"SearchFilterHost";"0";"184";"2203404959744";"11505664";"2609152";"10736";;;;;;;;"Process";"8";;;;;;"184";"26608";".";"0";"";;;;;"10736";"10736";"2609152";"2609152";"113072";"113072";"3645440";"3645440";"13590528";"13590528";"109076480";"2203427299328";;;"2609152";"2609152";;"SearchFilterHost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"86736896";"2203404959744";"False";;;;"11505664";"11505664";;
"SearchHost";"2";"1882";"2239280152576";"125493248";"217661440";"136960";"C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe";"Microsoft Corporation";"2.328125";"623.25401.80.0";"623.25401.80.0";"";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"2996";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"1882";"21240";".";"0";"";"System.Diagnostics.ProcessModule (SearchHost.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"136960";"136960";"217661440";"217661440";"2198712";"2198712";"269312000";"269312000";"353292288";"353292288";"1717661696";"2239395622912";"True";"Normal";"217661440";"217661440";"00:00:00.8437500";"SearchHost";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/16 7:07:50";;"System.Diagnostics.ProcessThreadCollection";"00:00:02.3281250";"00:00:01.4843750";"1602191360";"2239280152576";"False";;;;"125493248";"125493248";;
"SearchIndexer";"0";"909";"2203592003584";"53387264";"32116736";"31216";;;;;;;;"Process";"8";;;;;;"909";"12740";".";"0";"";;;;;"31216";"31216";"32116736";"32116736";"328752";"328752";"51589120";"51589120";"75464704";"75464704";"278638592";"2203596861440";;;"32116736";"32116736";;"SearchIndexer";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"273780736";"2203592003584";"False";;;;"53387264";"53387264";;
"SearchProtocolHost";"2";"273";"2203424690176";"9592832";"1798144";"9920";"C:\Windows\System32\SearchProtocolHost.exe";"Microsoft Corporation";"0.015625";"7.0.22621.2506 (WinBuild.160101.0800)";"7.0.22621.2506";"Microsoft Windows Search Protocol Host";"Windows? Search";"Process";"8";;"False";;"3828";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"273";"25140";".";"0";"";"System.Diagnostics.ProcessModule (SearchProtocolHost.exe)";"33554432";"204800";"System.Diagnostics.ProcessModuleCollection";"9920";"9920";"1798144";"1798144";"148816";"148816";"2011136";"2011136";"9629696";"9629696";"108564480";"2203426787328";"True";"Normal";"1798144";"1798144";"00:00:00";"SearchProtocolHost";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/18 0:38:05";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.0156250";"00:00:00.0156250";"106467328";"2203424690176";"False";;;;"9592832";"9592832";;
"Secure System";"0";"0";"2408448";"49160192";"188416";"272";;;;;;;;"Process";"8";;;;;;"0";"140";".";"0";"";;;;;"272";"272";"188416";"188416";"8928";"8928";"299008";"299008";"139264";"139264";"53215232";"53215232";;;"188416";"188416";;"Secure System";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"2408448";"2408448";"False";;;;"49160192";"49160192";;
"SecurityHealthService";"0";"521";"2203481182208";"18833408";"7831552";"23856";;;;;;;;"Process";"8";;;;;;"521";"19244";".";"0";"";;;;;"23856";"23856";"7831552";"7831552";"199304";"199304";"14475264";"14475264";"32317440";"32317440";"189124608";"2203507347456";;;"7831552";"7831552";;"SecurityHealthService";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"162959360";"2203481182208";"False";;;;"18833408";"18833408";;
"SecurityHealthSystray";"2";"185";"2203436216320";"11366400";"2129920";"10600";"C:\Windows\System32\SecurityHealthSystray.exe";"Microsoft Corporation";"1.0625";"10.0.22621.2506 (WinBuild.160101.0800)";"10.0.22621.2506";"Windows Security notification icon";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"3864";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"185";"12420";".";"0";"";"System.Diagnostics.ProcessModule (SecurityHealthSystray.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"10600";"10600";"2129920";"2129920";"163840";"163840";"2142208";"2142208";"11575296";"11575296";"120098816";"2203438321664";"True";"Normal";"2129920";"2129920";"00:00:00.7187500";"SecurityHealthSystray";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/16 7:08:06";;"System.Diagnostics.ProcessThreadCollection";"00:00:01.0625000";"00:00:00.3437500";"117993472";"2203436216320";"False";;;;"11366400";"11366400";;
"services";"0";"1032";"2203418927104";"14569472";"7606272";"18344";;;;;;;;"Process";"9";;;;;;"1032";"1132";".";"0";"";;;;;"18344";"18344";"7606272";"7606272";"240976";"240976";"10575872";"10575872";"18087936";"18087936";"159854592";"2203478077440";;;"7606272";"7606272";;"services";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"100704256";"2203418927104";"False";;;;"14569472";"14569472";;
"ShellExperienceHost";"2";"1261";"2204000522240";"83808256";"101724160";"58512";"C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe";"Microsoft Corporation";"4.25";"10.0.22621.2506 (WinBuild.160101.0800)";"10.0.22621.2506";"Windows Shell Experience Host";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"4312";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"1261";"20996";".";"0";"";"System.Diagnostics.ProcessModule (ShellExperienceHost.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"58512";"58512";"101724160";"101724160";"3879528";"3879528";"104140800";"104140800";"166649856";"166649856";"702619648";"2204020842496";"True";"Normal";"101724160";"101724160";"00:00:01.4375000";"ShellExperienceHost";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/16 7:12:52";;"System.Diagnostics.ProcessThreadCollection";"00:00:04.2500000";"00:00:02.8125000";"682299392";"2204000522240";"False";;;;"83808256";"83808256";;
"sihost";"2";"792";"2203527204864";"37646336";"7884800";"22976";"C:\Windows\system32\sihost.exe";"Microsoft Corporation";"27.546875";"10.0.22621.1 (WinBuild.160101.0800)";"10.0.22621.1";"Shell Infrastructure Host";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"4880";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"792";"11888";".";"0";"";"System.Diagnostics.ProcessModule (sihost.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"22976";"22976";"7884800";"7884800";"339168";"339168";"8355840";"8355840";"38649856";"38649856";"217153536";"2203535376384";"True";"Normal";"7884800";"7884800";"00:00:16.9375000";"sihost";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/16 7:07:48";;"System.Diagnostics.ProcessThreadCollection";"00:00:27.5468750";"00:00:10.6093750";"208982016";"2203527204864";"False";;;;"37646336";"37646336";;
