"Name";"SI";"Handles";"VM";"WS";"PM";"NPM";"Path";"Company";"CPU";"FileVersion";"ProductVersion";"Description";"Product";"__NounName";"BasePriority";"ExitCode";"HasExited";"ExitTime";"Handle";"SafeHandle";"HandleCount";"Id";"MachineName";"MainWindowHandle";"MainWindowTitle";"MainModule";"MaxWorkingSet";"MinWorkingSet";"Modules";"NonpagedSystemMemorySize";"NonpagedSystemMemorySize64";"PagedMemorySize";"PagedMemorySize64";"PagedSystemMemorySize";"PagedSystemMemorySize64";"PeakPagedMemorySize";"PeakPagedMemorySize64";"PeakWorkingSet";"PeakWorkingSet64";"PeakVirtualMemorySize";"PeakVirtualMemorySize64";"PriorityBoostEnabled";"PriorityClass";"PrivateMemorySize";"PrivateMemorySize64";"PrivilegedProcessorTime";"ProcessName";"ProcessorAffinity";"Responding";"SessionId";"StartInfo";"StartTime";"SynchronizingObject";"Threads";"TotalProcessorTime";"UserProcessorTime";"VirtualMemorySize";"VirtualMemorySize64";"EnableRaisingEvents";"StandardInput";"StandardOutput";"StandardError";"WorkingSet";"WorkingSet64";"Site";"Container"
"smartscreen";"2";"265";"2203433218048";"14942208";"3985408";"14384";"C:\Windows\System32\smartscreen.exe";"Microsoft Corporation";"0.671875";"10.0.22621.1 (WinBuild.160101.0800)";"10.0.22621.1";"Windows Defender SmartScreen";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"4792";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"265";"18864";".";"0";"";"System.Diagnostics.ProcessModule (smartscreen.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"14384";"14384";"3985408";"3985408";"160080";"160080";"4440064";"4440064";"17498112";"17498112";"123490304";"2203441713152";"True";"Normal";"3985408";"3985408";"00:00:00.2656250";"smartscreen";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/16 7:07:54";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.6718750";"00:00:00.4062500";"114995200";"2203433218048";"False";;;;"14942208";"14942208";;
"smss";"0";"58";"2203361001472";"1163264";"1167360";"3768";;;;;;;;"Process";"11";;;;;;"58";"724";".";"0";"";;;;;"3768";"3768";"1167360";"1167360";"13712";"13712";"1294336";"1294336";"1425408";"1425408";"52576256";"2203370799104";;;"1167360";"1167360";;"smss";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"42778624";"2203361001472";"False";;;;"1163264";"1163264";;
"spoolsv";"0";"454";"2203439951872";"18124800";"6860800";"24240";;;;;;;;"Process";"8";;;;;;"454";"4780";".";"0";"";;;;;"24240";"24240";"6860800";"6860800";"157528";"157528";"8249344";"8249344";"19607552";"19607552";"138399744";"2203456622592";;;"6860800";"6860800";;"spoolsv";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"121729024";"2203439951872";"False";;;;"18124800";"18124800";;
"StartMenuExperienceHost";"2";"999";"2207188889600";"109285376";"86859776";"48488";"C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe";"Microsoft Corporation";"2.953125";"10.0.22621.2506 (WinBuild.160101.0800)";"10.0.22621.2506";"Windows Start Experience Host";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"3840";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"999";"20312";".";"0";"";"System.Diagnostics.ProcessModule (StartMenuExperienceHost.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"48488";"48488";"86859776";"86859776";"1290896";"1290896";"102199296";"102199296";"160698368";"160698368";"-335757312";"2207277432832";"True";"Normal";"86859776";"86859776";"00:00:01.5156250";"StartMenuExperienceHost";"4095";"True";"2";"System.Diagnostics.ProcessStartInfo";"2023/11/16 7:07:50";;"System.Diagnostics.ProcessThreadCollection";"00:00:02.9531250";"00:00:01.4375000";"-424300544";"2207188889600";"False";;;;"109285376";"109285376";;
"StudiomodeSvc";"0";"254";"4378951680";"6901760";"1970176";"9096";;;;;;;;"Process";"8";;;;;;"254";"5412";".";"0";"";;;;;"9096";"9096";"1970176";"1970176";"104232";"104232";"2469888";"2469888";"8777728";"8777728";"89862144";"4384829440";;;"1970176";"1970176";;"StudiomodeSvc";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"83984384";"4378951680";"False";;;;"6901760";"6901760";;
"SUEngine";"2";"949";"5170569216";"107606016";"92221440";"49824";;;;;;;;"Process";"8";;;;;;"949";"17100";".";"0";"";;;;;"49824";"49824";"92221440";"92221440";"667184";"667184";"93818880";"93818880";"112713728";"112713728";"983216128";"5278183424";;;"92221440";"92221440";;"SUEngine";;"True";"2";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"875601920";"5170569216";"False";;;;"107606016";"107606016";;
"SurSvc";"0";"800";"5077078016";"73949184";"93188096";"69992";;;;;;;;"Process";"4";;;;;;"800";"5436";".";"0";"";;;;;"69992";"69992";"93188096";"93188096";"455272";"455272";"252551168";"252551168";"283635712";"283635712";"1001938944";"5296906240";;;"93188096";"93188096";;"SurSvc";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"782110720";"5077078016";"False";;;;"73949184";"73949184";;
"SUService";"0";"140";"4375003136";"7200768";"1744896";"9912";;;;;;;;"Process";"8";;;;;;"140";"5404";".";"0";"";;;;;"9912";"9912";"1744896";"1744896";"85600";"85600";"2228224";"2228224";"8474624";"8474624";"84434944";"4379402240";;;"1744896";"1744896";;"SUService";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"80035840";"4375003136";"False";;;;"7200768";"7200768";;
"svchost";"0";"265";"2203407069184";"10420224";"3252224";"14248";;;;;;;;"Process";"8";;;;;;"265";"860";".";"0";"";;;;;"14248";"14248";"3252224";"3252224";"106352";"106352";"3821568";"3821568";"11771904";"11771904";"101478400";"2203419701248";;;"3252224";"3252224";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"88846336";"2203407069184";"False";;;;"10420224";"10420224";;
"svchost";"0";"394";"2203402432512";"9330688";"2195456";"9784";;;;;;;;"Process";"8";;;;;;"394";"876";".";"0";"";;;;;"9784";"9784";"2195456";"2195456";"129272";"129272";"2945024";"2945024";"10428416";"10428416";"91549696";"2203409772544";;;"2195456";"2195456";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"84209664";"2203402432512";"False";;;;"9330688";"9330688";;
"svchost";"0";"441";"2203406790656";"10166272";"3125248";"14568";;;;;;;;"Process";"8";;;;;;"441";"900";".";"0";"";;;;;"14568";"14568";"3125248";"3125248";"102192";"102192";"4497408";"4497408";"11821056";"11821056";"111583232";"2203429806080";;;"3125248";"3125248";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"88567808";"2203406790656";"False";;;;"10166272";"10166272";;
"svchost";"0";"2046";"2203507888128";"38461440";"18874368";"34584";;;;;;;;"Process";"8";;;;;;"2046";"1300";".";"0";"";;;;;"34584";"34584";"18874368";"18874368";"749280";"749280";"21594112";"21594112";"42311680";"42311680";"257212416";"2203575435264";;;"18874368";"18874368";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"189665280";"2203507888128";"False";;;;"38461440";"38461440";;
"svchost";"0";"1608";"2203419070464";"17534976";"10547200";"23368";;;;;;;;"Process";"8";;;;;;"1608";"1444";".";"0";"";;;;;"23368";"23368";"10547200";"10547200";"191568";"191568";"11276288";"11276288";"18579456";"18579456";"125349888";"2203443572736";;;"10547200";"10547200";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"100847616";"2203419070464";"False";;;;"17534976";"17534976";;
"svchost";"0";"234";"2203400900608";"8171520";"2088960";"20280";;;;;;;;"Process";"8";;;;;;"234";"1456";".";"0";"";;;;;"20280";"20280";"2088960";"2088960";"91984";"91984";"2764800";"2764800";"9224192";"9224192";"98406400";"2203416629248";;;"2088960";"2088960";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"82677760";"2203400900608";"False";;;;"8171520";"8171520";;
"svchost";"0";"154";"2203397873664";"10051584";"1880064";"10952";;;;;;;;"Process";"8";;;;;;"154";"1484";".";"0";"";;;;;"10952";"10952";"1880064";"1880064";"85408";"85408";"2359296";"2359296";"10657792";"10657792";"89337856";"2203407560704";;;"1880064";"1880064";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"79650816";"2203397873664";"False";;;;"10051584";"10051584";;
"svchost";"0";"345";"2203408707584";"9060352";"3366912";"14688";;;;;;;;"Process";"8";;;;;;"345";"1496";".";"0";"";;;;;"14688";"14688";"3366912";"3366912";"129528";"129528";"24330240";"24330240";"9723904";"9723904";"115548160";"2203433771008";;;"3366912";"3366912";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"90484736";"2203408707584";"False";;;;"9060352";"9060352";;
"svchost";"0";"420";"2203436277760";"15474688";"6541312";"21024";;;;;;;;"Process";"8";;;;;;"420";"1800";".";"0";"";;;;;"21024";"21024";"6541312";"6541312";"297200";"297200";"7745536";"7745536";"17715200";"17715200";"143970304";"2203462193152";;;"6541312";"6541312";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"118054912";"2203436277760";"False";;;;"15474688";"15474688";;
"svchost";"0";"223";"2203421458432";"9170944";"2867200";"13248";;;;;;;;"Process";"8";;;;;;"223";"1904";".";"0";"";;;;;"13248";"13248";"2867200";"2867200";"102096";"102096";"3801088";"3801088";"12656640";"12656640";"123191296";"2203441414144";;;"2867200";"2867200";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"103235584";"2203421458432";"False";;;;"9170944";"9170944";;
"svchost";"0";"103";"2203385470976";"4792320";"1159168";"10872";;;;;;;;"Process";"8";;;;;;"103";"1912";".";"0";"";;;;;"10872";"10872";"1159168";"1159168";"58752";"58752";"1429504";"1429504";"5722112";"5722112";"72491008";"2203390713856";;;"1159168";"1159168";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"67248128";"2203385470976";"False";;;;"4792320";"4792320";;
"svchost";"0";"163";"2203402158080";"11767808";"8921088";"35992";;;;;;;;"Process";"8";;;;;;"163";"1920";".";"0";"";;;;;"35992";"35992";"8921088";"8921088";"59240";"59240";"10932224";"10932224";"12992512";"12992512";"116441088";"2203434663936";;;"8921088";"8921088";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"83935232";"2203402158080";"False";;;;"11767808";"11767808";;
"svchost";"0";"116";"2203389988864";"4644864";"1269760";"8272";;;;;;;;"Process";"8";;;;;;"116";"1928";".";"0";"";;;;;"8272";"8272";"1269760";"1269760";"59992";"59992";"1576960";"1576960";"5771264";"5771264";"75960320";"2203394183168";;;"1269760";"1269760";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"71766016";"2203389988864";"False";;;;"4644864";"4644864";;
"svchost";"0";"222";"2203397025792";"5914624";"2117632";"7744";;;;;;;;"Process";"8";;;;;;"222";"2100";".";"0";"";;;;;"7744";"7744";"2117632";"2117632";"61032";"61032";"2203648";"2203648";"6483968";"6483968";"84045824";"2203402268672";;;"2117632";"2117632";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"78802944";"2203397025792";"False";;;;"5914624";"5914624";;
"svchost";"0";"214";"2203419209728";"9998336";"2527232";"11688";;;;;;;;"Process";"8";;;;;;"214";"2164";".";"0";"";;;;;"11688";"11688";"2527232";"2527232";"122744";"122744";"3051520";"3051520";"11137024";"11137024";"112521216";"2203430744064";;;"2527232";"2527232";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"100986880";"2203419209728";"False";;;;"9998336";"9998336";;
"svchost";"0";"586";"2203409764352";"8871936";"3600384";"14968";;;;;;;;"Process";"8";;;;;;"586";"2172";".";"0";"";;;;;"14968";"14968";"3600384";"3600384";"93320";"93320";"4255744";"4255744";"10362880";"10362880";"115658752";"2203433881600";;;"3600384";"3600384";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"91541504";"2203409764352";"False";;;;"8871936";"8871936";;
"svchost";"0";"143";"2203403108352";"5402624";"1826816";"16216";;;;;;;;"Process";"8";;;;;;"143";"2244";".";"0";"";;;;;"16216";"16216";"1826816";"1826816";"64784";"64784";"2207744";"2207744";"6443008";"6443008";"92225536";"2203410448384";;;"1826816";"1826816";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"84885504";"2203403108352";"False";;;;"5402624";"5402624";;
"svchost";"0";"1129";"2203446784000";"20217856";"10235904";"25152";;;;;;;;"Process";"8";;;;;;"1129";"2284";".";"0";"";;;;;"25152";"25152";"10235904";"10235904";"188112";"188112";"15376384";"15376384";"22626304";"22626304";"229318656";"2203547541504";;;"10235904";"10235904";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"128561152";"2203446784000";"False";;;;"20217856";"20217856";;
"svchost";"0";"250";"2203398074368";"8392704";"3309568";"11848";;;;;;;;"Process";"8";;;;;;"250";"2300";".";"0";"";;;;;"11848";"11848";"3309568";"3309568";"91952";"91952";"4608000";"4608000";"9183232";"9183232";"99774464";"2203417997312";;;"3309568";"3309568";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"79851520";"2203398074368";"False";;;;"8392704";"8392704";;
"svchost";"0";"200";"2203452108800";"16457728";"4820992";"12912";;;;;;;;"Process";"8";;;;;;"200";"2340";".";"0";"";;;;;"12912";"12912";"4820992";"4820992";"114248";"114248";"13754368";"13754368";"22151168";"22151168";"147517440";"2203465740288";;;"4820992";"4820992";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"133885952";"2203452108800";"False";;;;"16457728";"16457728";;
"svchost";"0";"218";"2203410296832";"9117696";"2531328";"13192";;;;;;;;"Process";"8";;;;;;"218";"2356";".";"0";"";;;;;"13192";"13192";"2531328";"2531328";"102896";"102896";"3018752";"3018752";"10616832";"10616832";"103608320";"2203421831168";;;"2531328";"2531328";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"92073984";"2203410296832";"False";;;;"9117696";"9117696";;
"svchost";"0";"434";"2203436171264";"15470592";"3825664";"13728";;;;;;;;"Process";"8";;;;;;"434";"2380";".";"0";"";;;;;"13728";"13728";"3825664";"3825664";"139952";"139952";"4620288";"4620288";"16998400";"16998400";"136138752";"2203454361600";;;"3825664";"3825664";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"117948416";"2203436171264";"False";;;;"15470592";"15470592";;
"svchost";"0";"204";"2203402002432";"7659520";"2269184";"12352";;;;;;;;"Process";"8";;;;;;"204";"2436";".";"0";"";;;;;"12352";"12352";"2269184";"2269184";"78600";"78600";"2850816";"2850816";"9109504";"9109504";"99508224";"2203417731072";;;"2269184";"2269184";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"83779584";"2203402002432";"False";;;;"7659520";"7659520";;
"svchost";"0";"170";"2203394064384";"6451200";"1642496";"9640";;;;;;;;"Process";"8";;;;;;"170";"2484";".";"0";"";;;;;"9640";"9640";"1642496";"1642496";"65536";"65536";"2080768";"2080768";"7471104";"7471104";"89280512";"2203407503360";;;"1642496";"1642496";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"75841536";"2203394064384";"False";;;;"6451200";"6451200";;
"svchost";"0";"308";"2203445604352";"16179200";"5488640";"15768";;;;;;;;"Process";"8";;;;;;"308";"2688";".";"0";"";;;;;"15768";"15768";"5488640";"5488640";"164168";"164168";"6623232";"6623232";"17711104";"17711104";"156766208";"2203474989056";;;"5488640";"5488640";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"127381504";"2203445604352";"False";;;;"16179200";"16179200";;
"svchost";"0";"314";"2203418652672";"8998912";"3985408";"17248";;;;;;;;"Process";"8";;;;;;"314";"2804";".";"0";"";;;;;"17248";"17248";"3985408";"3985408";"92368";"92368";"5210112";"5210112";"9834496";"9834496";"121401344";"2203439624192";;;"3985408";"3985408";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"100429824";"2203418652672";"False";;;;"8998912";"8998912";;
"svchost";"0";"204";"2203399680000";"8355840";"2375680";"11328";;;;;;;;"Process";"8";;;;;;"204";"2852";".";"0";"";;;;;"11328";"11328";"2375680";"2375680";"91920";"91920";"5701632";"5701632";"9879552";"9879552";"108720128";"2203426942976";;;"2375680";"2375680";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"81457152";"2203399680000";"False";;;;"8355840";"8355840";;
"svchost";"0";"118";"2203387027456";"5890048";"1400832";"7880";;;;;;;;"Process";"8";;;;;;"118";"2936";".";"0";"";;;;;"7880";"7880";"1400832";"1400832";"62256";"62256";"1806336";"1806336";"7254016";"7254016";"80338944";"2203398561792";;;"1400832";"1400832";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"68804608";"2203387027456";"False";;;;"5890048";"5890048";;
"svchost";"0";"228";"2203415232512";"9793536";"11272192";"17784";;;;;;;;"Process";"8";;;;;;"228";"2960";".";"0";"";;;;;"17784";"17784";"11272192";"11272192";"105704";"105704";"11968512";"11968512";"19996672";"19996672";"108544000";"2203426766848";;;"11272192";"11272192";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"97009664";"2203415232512";"False";;;;"9793536";"9793536";;
"svchost";"0";"252";"2203435515904";"14888960";"3547136";"16560";;;;;;;;"Process";"8";;;;;;"252";"3080";".";"0";"";;;;;"16560";"16560";"3547136";"3547136";"113024";"113024";"5267456";"5267456";"26877952";"26877952";"136728576";"2203454951424";;;"3547136";"3547136";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"117293056";"2203435515904";"False";;;;"14888960";"14888960";;
"svchost";"0";"397";"2203439321088";"17043456";"8998912";"18088";;;;;;;;"Process";"8";;;;;;"397";"3340";".";"0";"";;;;;"18088";"18088";"8998912";"8998912";"117552";"117552";"17735680";"17735680";"27947008";"27947008";"181473280";"2203499696128";;;"8998912";"8998912";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"121098240";"2203439321088";"False";;;;"17043456";"17043456";;
"svchost";"0";"361";"2203421655040";"12468224";"4501504";"14040";;;;;;;;"Process";"8";;;;;;"361";"3420";".";"0";"";;;;;"14040";"14040";"4501504";"4501504";"120528";"120528";"4997120";"4997120";"15007744";"15007744";"119046144";"2203437268992";;;"4501504";"4501504";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"103432192";"2203421655040";"False";;;;"12468224";"12468224";;
"svchost";"0";"217";"2203413856256";"11759616";"2940928";"12824";;;;;;;;"Process";"8";;;;;;"217";"3456";".";"0";"";;;;;"12824";"12824";"2940928";"2940928";"101064";"101064";"3330048";"3330048";"11943936";"11943936";"104038400";"2203422261248";;;"2940928";"2940928";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"95633408";"2203413856256";"False";;;;"11759616";"11759616";;
"svchost";"0";"493";"2203438596096";"18952192";"20017152";"15840";;;;;;;;"Process";"8";;;;;;"493";"3508";".";"0";"";;;;;"15840";"15840";"20017152";"20017152";"89024";"89024";"24285184";"24285184";"27496448";"27496448";"174743552";"2203492966400";;;"20017152";"20017152";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"120373248";"2203438596096";"False";;;;"18952192";"18952192";;
"svchost";"0";"131";"2203388719104";"6635520";"1511424";"8968";;;;;;;;"Process";"8";;;;;;"131";"3520";".";"0";"";;;;;"8968";"8968";"1511424";"1511424";"67000";"67000";"1970176";"1970176";"7610368";"7610368";"76271616";"2203394494464";;;"1511424";"1511424";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"70496256";"2203388719104";"False";;;;"6635520";"6635520";;
"svchost";"0";"204";"2203410923520";"10506240";"2293760";"12752";;;;;;;;"Process";"8";;;;;;"204";"3556";".";"0";"";;;;;"12752";"12752";"2293760";"2293760";"103592";"103592";"2740224";"2740224";"11943936";"11943936";"100851712";"2203419074560";;;"2293760";"2293760";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"92700672";"2203410923520";"False";;;;"10506240";"10506240";;
"svchost";"0";"272";"2203393609728";"5267456";"1368064";"8288";;;;;;;;"Process";"8";;;;;;"272";"3584";".";"0";"";;;;;"8288";"8288";"1368064";"1368064";"75192";"75192";"1601536";"1601536";"6197248";"6197248";"80633856";"2203398856704";;;"1368064";"1368064";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"75386880";"2203393609728";"False";;;;"5267456";"5267456";;
"svchost";"0";"243";"2207838179328";"12836864";"3825664";"19096";;;;;;;;"Process";"8";;;;;;"243";"3592";".";"0";"";;;;;"19096";"19096";"3825664";"3825664";"123232";"123232";"78589952";"78589952";"85389312";"85389312";"237068288";"2207850258432";;;"3825664";"3825664";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"224989184";"2207838179328";"False";;;;"12836864";"12836864";;
"svchost";"0";"175";"2203400183808";"7237632";"2039808";"10112";;;;;;;;"Process";"8";;;;;;"175";"3608";".";"0";"";;;;;"10112";"10112";"2039808";"2039808";"77776";"77776";"2744320";"2744320";"8581120";"8581120";"97697792";"2203415920640";;;"2039808";"2039808";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"81960960";"2203400183808";"False";;;;"7237632";"7237632";;
"svchost";"0";"159";"2203396399104";"7839744";"2068480";"10768";;;;;;;;"Process";"8";;;;;;"159";"3620";".";"0";"";;;;;"10768";"10768";"2068480";"2068480";"83696";"83696";"3129344";"3129344";"9322496";"9322496";"100196352";"2203418419200";;;"2068480";"2068480";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"78176256";"2203396399104";"False";;;;"7839744";"7839744";;
"svchost";"0";"324";"2203443716096";"25747456";"22163456";"12640";;;;;;;;"Process";"8";;;;;;"324";"3720";".";"0";"";;;;;"12640";"12640";"22163456";"22163456";"93968";"93968";"34103296";"34103296";"40337408";"40337408";"145170432";"2203463393280";;;"22163456";"22163456";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"125493248";"2203443716096";"False";;;;"25747456";"25747456";;
"svchost";"0";"178";"2203399696384";"8163328";"1933312";"13544";;;;;;;;"Process";"8";;;;;;"178";"3828";".";"0";"";;;;;"13544";"13544";"1933312";"1933312";"82248";"82248";"2453504";"2453504";"8941568";"8941568";"90963968";"2203409186816";;;"1933312";"1933312";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"81473536";"2203399696384";"False";;;;"8163328";"8163328";;
"svchost";"0";"452";"2203457236992";"24510464";"17588224";"36152";;;;;;;;"Process";"8";;;;;;"452";"3848";".";"0";"";;;;;"36152";"36152";"17588224";"17588224";"129024";"129024";"23203840";"23203840";"33558528";"33558528";"166223872";"2203484446720";;;"17588224";"17588224";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"139014144";"2203457236992";"False";;;;"24510464";"24510464";;
"svchost";"0";"215";"2203398774784";"8032256";"2187264";"10848";;;;;;;;"Process";"8";;;;;;"215";"3940";".";"0";"";;;;;"10848";"10848";"2187264";"2187264";"91944";"91944";"2953216";"2953216";"9564160";"9564160";"98377728";"2203416600576";;;"2187264";"2187264";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"80551936";"2203398774784";"False";;;;"8032256";"8032256";;
"svchost";"0";"185";"2203463921664";"8261632";"2072576";"13752";;;;;;;;"Process";"8";;;;;;"185";"3948";".";"0";"";;;;;"13752";"13752";"2072576";"2072576";"143160";"143160";"9998336";"9998336";"15699968";"15699968";"225681408";"2203543904256";;;"2072576";"2072576";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"145698816";"2203463921664";"False";;;;"8261632";"8261632";;
"svchost";"0";"283";"2203400585216";"8278016";"2707456";"12200";;;;;;;;"Process";"8";;;;;;"283";"4280";".";"0";"";;;;;"12200";"12200";"2707456";"2707456";"89520";"89520";"3264512";"3264512";"9154560";"9154560";"86032384";"2203404255232";;;"2707456";"2707456";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"82362368";"2203400585216";"False";;;;"8278016";"8278016";;
"svchost";"0";"463";"2203428335616";"16404480";"3969024";"14936";;;;;;;;"Process";"8";;;;;;"463";"4360";".";"0";"";;;;;"14936";"14936";"3969024";"3969024";"142808";"142808";"4939776";"4939776";"17424384";"17424384";"126922752";"2203445145600";;;"3969024";"3969024";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"110112768";"2203428335616";"False";;;;"16404480";"16404480";;
"svchost";"0";"211";"2203403022336";"9711616";"2301952";"11384";;;;;;;;"Process";"8";;;;;;"211";"4444";".";"0";"";;;;;"11384";"11384";"2301952";"2301952";"94888";"94888";"3559424";"3559424";"11350016";"11350016";"95412224";"2203413635072";;;"2301952";"2301952";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"84799488";"2203403022336";"False";;;;"9711616";"9711616";;
